Sentence	Sentiment_Label
इसका कलर मिडनाइट ब्लैक मेटल है और मैं कहूँगा कि इसके कवर का ब्रश्ड मेटल फिनिश ज़बरदस्त है ।	positive
लेकिन ये ग्लॉसी एलिमेंट बहुत ज्यादा नहीं है , इसलिए इस पर धूल आदि के निशान ज्यादा नहीं दिखते और इसे व्यवस्थित रखना इतना मुश्किल नहीं लगता ।	positive
इसमें कोई शक नहीं कि एन्वी डीवी6 की बनावट शानदार है ।	positive
नार्मल टाइपिंग के लिए कीबोर्ड काफी स्मूथ है और हाथ रखने की जगह बिल्कुल सॉलिड है ।	positive
इसका कवर भी काफी मज़बूत दिखता है ।	positive
लेकिन इसका डिस्प्ले हिन्ज़ उतना टाइट नहीं है जितना इसे होना चाहिए और इसीलिये इस्तेमाल करते वक्त अचानक कोई मूवमेंट होने पर इसका डिस्प्ले कभी - कभी अपने पोजीशन से हिल जाता है ।	negative
एक पावरफुल मशीन का भारी होना बहुत स्वाभाविक है ।	neutral
एन्वी डीवी6 का वज़न 2.4 किलोग्राम है , 15-इंच से बड़े डिस्प्ले वाली मशीन के लिए ये वज़न कुछ ज्यादा नहीं कहा जा सकता ।	neutral
हालाँकि इसमें ब्लू - रे ड्राइव नहीं है जो कि जेड580 में है , लेकिन इसका कीबोर्ड , डिस्प्ले और लुक काफी बेहतर है ।	conflict
पूर्व में एचपी पविलियन डीवी6 रेंज फुली लोडेड और उत्कृष्ट परफ़ॉर्मर रहे हैं ।	positive
कीमत को ध्यान में रखते हुए हम ये कह सकते हैं कि ये वो सर्वोत्तम मशीन है जो आप इस कीमत में खरीद सकते हैं ।	positive
एचपी एन्वी डीवी6 के स्पेसिफिकेशन लिस्ट पर नज़र डालें तो ये काफी बेहतर मालूम होती है ।	positive
इसमें 2.4गीगाहर्ट्ज़ इंटेल कोर आई7-3630क्यूएम क्वाडकोर प्रोसेसर है ।	neutral
स्पेसिफिकेशन के आधार पर डीवी6 क्षमता में अपने प्रतियोगियों से काफी आगे और तीव्र मशीन नज़र आती है ।	positive
इसमें 8जीबी का रैम दिया गया है ।	neutral
लेकिन इसे एक बहुत सक्षम गेमिंग मशीन नहीं कहा जा सकता ।	negative
इसमें एनवीडिया जीफ़ोर्स जीटी630एम 2जीबी ग्राफ़िक्स है , जो बहुत शक्तिशाली तो नहीं है लेकिन इसे एक संतोषजनक गेमिंग क्षमता प्रदान करती है ।	neutral
एन्वी डीवी6 का 15.6-इंच डिस्प्ले जेड580 की तुलना में काफी ब्राइट और क्रिस्प है ।	positive
स्क्रीन रेसोल्यूशन के मामले यहाँ थोड़ी निराशा हाथ लगती है जो कि 1366 x 768 पिक्सेल है , जबकि इस कीमत के रेंज में 1920 x 1080 पिक्सेल का फुल एचडी स्क्रीन रेसोल्यूशन अपेक्षित था ।	negative
इसमें 1टीबी का हार्ड ड्राइव है जो काफी स्टोरेज क्षमता प्रदान करता है ।	positive
इसमें विंडोज 8 ऑपरेटिंग सिस्टम दिया गया है ।	neutral
एन्वी डीवी6 में ब्लू - रे ड्राइव नहीं है , जबकि लगभग इसी मूल्य के जेड580 में ये सुविधा उपलब्ध है ।	negative
सिस्टम परफॉरमेंस टेस्ट पीसी मार्क 07 में एन्वी का स्कोर 3420 रहा जबकि जेड580 का स्कोर 3426 है ।	neutral
इसमें बहुत सारे प्रीलोडेड सॉफ्टवेयर और एप्स हैं जिनको अनइनस्टॉल करना ज़रूरी है क्योंकि ये इस्तेमाल करने में व्यवधान डालते हैं ।	negative
एन्वी डीवी6 का शानदार परफॉरमेंस आपको खुश कर देगा ।	positive
सारे एप्स बहुत आसानी से खुलते और बंद होते हैं और मल्टीटास्किंग में किसी भी तरह की परेशानी सामने नहीं आती है ।	positive
चाहे आपको ऑफिस में इस्तेमाल करना हो या घर पर , दोनों ही परिस्थितियों के लिए यह एक बेहद सक्षम मशीन है ।	positive
वैसे तो एन्वी डीवी6 का ग्राफ़िक चिप जेड580 की तुलना में ज्यादा शक्तिशाली है और कुछ परीक्षणों में इसके अनुरूप एन्वी डीवी6 के बेहतर परिणाम भी सामने आये हैं ।	positive
लेकिन अन्य परीक्षणों में डीवी6 पीछे रह गया है ।	negative
दोनों लैपटॉप एक ही फैमिली के लेकिन अलग वर्ज़न का चिप इस्तेमाल करते हैं , जेड580 में जहाँ 1जीबी की चिप है वहीँ डीवी6 में ज्यादा शक्तिशाली 2जीबी का चिप लगा है ।	neutral
इस हिसाब से देखें तो डीवी6 का परफॉरमेंस बेहतर होना चाहिए था , लेकिन हैरानी की बात है कि बेंचमार्क टेस्ट में ऐसा नहीं है और ये जेड580 से पीछे रह जाता है ।	conflict
एन्वी डीवी6 का डिस्प्ले रेजोल्यूशन के लिहाज़ से हमें थोडा निराश करता है ।	negative
इसके डिस्प्ले का रेजोल्यूशन 1366 x 768 पिक्सेल है ।	neutral
इस कीमत के रेंज में 15.6-इंच के इस लैपटॉप में हम हर हाल में फुल एचडी रेजोल्यूशन डिस्प्ले की उम्मीद करते थे ।	negative
इस बात के अलावा इसकी अन्य विशेषताओं से हम सन्तुष्ट हैं ।	neutral
जेड580 की तुलना में इसकी स्क्रीन ज्यादा ब्राइट और क्रिस्प है और इसमें रंग गहरे और बेहतर नज़र आते हैं ।	positive
एचपी एन्वी डीवी6 का कीबोर्ड भी जेड580 से काफी बेहतर है ।	positive
इस पर लम्बे समय तक टाइपिंग करना बहुत सुविधाजनक है ।	positive
बैटरी लाइफ की अगर बात करें तो ये हमें प्रभावित नहीं करती ।	negative
दोनों का बैटरी परफॉरमेंस काफी हद तक सामान है ।	neutral
एक पावरफुल मशीन में बहुत ज्यादा बैटरी - लाइफ की उम्मीद नहीं की जा सकती , इस दृष्टिकोण से इसका बैटरी परफॉरमेंस संतोषजनक कहा जा सकता है ।	neutral
हमने डीवी6 की ग्राफ़िक्स परफॉरमेंस जेड580 से बेहतर होने की उम्मीद की थी , लेकिन ऐसा नहीं हुआ और ये थोडा कम ही रहा ।	negative
हम कह सकते हैं कि ग्राफ़िक्स के मामले में डीवी6 एक मध्यम स्तर का एक काफी सक्षम लैपटॉप है जो बहुत से गेम्स को आसानी से चला सकता है ।	positive
इसका कीबोर्ड शानदार है , और इस पर टाइपिंग करना एक बहुत अच्छा अनुभव देता है ।	positive
आप इस लैपटॉप को प्रतिदिन के काम के लिए और हर मामले में शानदार परफॉरमेंस के लिए खरीद सकते हैं ।	positive
सबसे अहम् बात ये है की डिज़ाइन और लुक्स के मामले में ये लेनोवो जेड580 से कहीं आगे है ।	positive
इसे निश्चित रूप से एक बेहतर चुनाव कहा जा सकता है ।	positive
क्रोमबुक 2 के दोनों मॉडलों में 4 जीबी डीडीआर3 मैमोरी , 16 जीबी फ्लैश स्‍टोरेज और 100 जीबी का एक्‍ट्रा गूगल ड्राइव स्‍टोरेज दिया गया है ।	neutral
सैमसंग की नई क्रोमबुक के दोनों मॉडलों में एक्‍सनॉस 5 ऑक्‍टा चिप लगी हुई है ।	neutral
कुल मिलाकर इसकी परफॉरमेंस काफी अच्छी कही जा सकती है ।	positive
इस कीमत में उपलब्ध अन्य विकल्पों पर नज़र डालें तो इसका लुक और फील काफी बेहतर है ।	positive
स्लिम बनावट के साथ शानदार गेमिंग क्षमता इसे एक बेहतरीन लैपटॉप बनाती है ।	positive
वैसे तो कीबोर्ड में जगह काफी सुनियोजित है लेकिन इसके की पर बना हुआ ढलान इसे इस्तेमाल करने में थोडा मुश्किल कर देता है ।	conflict
इससे स्पेलिंग में गलतियों की सम्भावना बढ़ जाती है और इससे अभ्यस्त होने में थोडा समय लग जाता है ।	negative
इसमें नंबर पैड अलग से दिया गया है ।	neutral
इसमें काफी बड़ा टचपैड और हाथ रखने के लिए पर्याप्त ज़गह है ।	neutral
इसकी डिस्प्ले क्वालिटी काफी अच्छी है ।	positive
टेक्स्ट बहुत अच्छी तरह से दिखाई देते हैं और डिस्प्ले को ज़्यादातर कोणों से देखा जा सकता है ।	positive
इसका डिस्प्ले बहुत रिफ्लेक्टिव नहीं है जिससे इसे इस्तेमाल करना काफी आरामदेह रहता है ।	positive
ग्राफ़िक्स बेंचमार्क टेस्ट में लेनोवो आइडियापैड जेड500 का परफॉरमेंस बेहद शानदार है ।	positive
इसमें एनवीडिया जीफ़ोर्स जीटी645एम ग्राफ़िक्स है और यह परफॉरमेंस में आइडियापैड जेड580 से काफी आगे है जिसमे एनवीडिया जीफ़ोर्स जीटी630एम ग्राफ़िक्स है ।	positive
यह ना सिर्फ जेड580 से आगे रहता है , बल्कि सारे ग्राफ़िक्स बेंचमार्क टेस्ट में ये अपने सभी प्रतिद्वंदियों को काफी पीछे छोड़ देता है ।	positive
ग्राफ़िक्स में जेड500 का प्रदर्शन लाज़वाब है और इस दृष्टिकोण से इसे एक बेहतरीन गेमिंग नोटबुक कहा जा सकता है ।	positive
बैटरी के परफॉरमेंस टेस्ट में लेनोवो आइडियापैड जेड580 सबसे आगे रहता है ।	positive
आइडियापैड जेड500 का बैटरी परफॉरमेंस अच्छा नहीं है और इसकी बैटरी 117 मिनट तक चलती है ।	negative
सामान्य इस्तेमाल की दशा में जेड500 की बैटरी 3 घंटे से भी कुछ ज्यादा तक चल सकती है ।	neutral
लेनोवो आइडियापैड जेड500 में बहुत सी अच्छी बातों का सम्मिश्रण है - अच्छी बनावट , स्लिम लुक , अच्छा डिस्प्ले , बहुत अच्छा परफॉरमेंस , शानदार गेमिंग क्षमता और उम्मीद से बेहतर बैटरी लाइफ ।	positive
लगभग 50,000 रूपये कीमत में आइडियापैड जेड500 एक ऐसा लैपटॉप है जिसे आपको अवश्य ध्यान में रखना चाहिए ।	neutral
इस कीमत पर , बहुत सी अच्छी विशेषताओं के कारण ये लैपटॉप निश्चित रूप से एक बढ़िया विकल्प साबित होता है ।	positive
आसुस एफ202ई विवोबुक अपने काफी कॉम्पैक्ट साइज़ में बहुत अच्छा परफॉरमेंस देता है ।	positive
लेकिन इसका परफॉरमेंस कोर आई3 प्रोसेसर वाले एचपी पविलियन जी6-2227टीयू के जैसा तेज़ नहीं है ।	negative
इसका आकार काफी हद तक एक अल्ट्राबुक की तरह कॉम्पैक्ट है ।	positive
विवोबुक एफ202ई की बेहतरीन बनावट इसकी खास विशेषता है ।	positive
इसमें एक बहुत अच्छा कीबोर्ड भी दिया गया है ।	positive
यह उनके लिए एक बहुत अच्छा लैपटॉप है जो या तो अपना पहला लैपटॉप खरीद रहे हों , या जिनके लिए पोर्टेबिलिटी काफी मायने रखती है ।	positive
उम्मीद के मुताबिक 11.6-इंच डिस्प्ले साइज़ के हिसाब से विवोबुक एफ202ई काफी कॉम्पैक्ट है ।	positive
यह लैपटॉप पीछे की तरफ थोड़ा सा मोटा और आगे की तरफ थोड़ा पतला है , इससे कीबोर्ड थोडा ऊंचा रहता है और जिससे टाइप करने में आराम रहता है ।	positive
जैसे ही आप विवोबुक को बॉक्स से निकालेंगे , आप आश्चर्य में पड़ जायेंगे की इसकी बनावट कितनी अच्छी है ।	positive
इसका कवर परंपरागत ब्रश्ड मेटल फिनिश में है , जिसे हमने काफी अधिक कीमत वाले आसुस अल्ट्राबुक्स में देखा था ।	neutral
यही ब्रश्ड मेटल फिनिश पूरे चेसिस पर भी है ।	neutral
इस लैपटॉप में यह फिनिश देना काफी स्वागतयोग्य है ।	positive
कवर खोलने पर इसका साफ़ - सुथरा कीबोर्ड काफी आकर्षक दिखाई देता है ।	positive
हालाँकि इसका टचपैड सामान्य नोटबुक्स जैसा बड़ा तो नहीं है , लेकिन इस लैपटॉप के आकार के हिसाब से ये काफी बड़ा है ।	neutral
जगह के हिसाब से की - स्पेसिंग बहुत अच्छी है और इसमें सबसे अच्छी बात टाइपिंग के समय इसका सर्वोत्तम ट्रेवल और तेज़ की रिस्पोंस है ।	positive
शिफ्ट , एंटर और बैकस्पेस की बिलकुल उसी ज़गह हैं , जिसके हम अभ्यस्त हैं , और इनके स्थान से कोई छेड़ - छाड़ नहीं की गयी है ।	neutral
विवोबुक एफ202ई के टचपैड के आकार ने हमें थोडा आश्चर्य में डाला , इसका आकार हमारी उम्मीद से कही ज्यादा बड़ा है ।	positive
हमने इसे इस्तेमाल करने में काफी आरामदेह पाया ।	positive
विवोबुक के पतले डिज़ाइन के कारण इसमें ऑप्टिकल ड्राइव देना संभव नहीं था ।	neutral
और इसलिए एक अच्छा कीबोर्ड और टचपैड काफी मददगार साबित होता है ।	positive
इसके डिस्प्ले में सिर्फ एक कमी है , और वो है इसका रिफ्लेक्टिव होना ।	negative
इससे देखने में कुछ असुविधा होती है , साथ ही टचस्क्रीन इस्तेमाल करने पर स्क्रीन पर उंगलियों के निशान साफ़ देखे जा सकते हैं और उन्हें साफ़ करने की ज़रूरत होती है ।	negative
विवोबुक एफ202ई में 1.8गीगाहर्ट्ज़ इंटेल कोर आई3-3217यू प्रोसेसर के साथ 4जीबी रैम है ।	neutral
हमें ख़ुशी है कि इस लैपटॉप में रैम पर्याप्त मात्रा में दिया गया है ।	positive
इसमें बहुत सीमित प्रीलोडेड सॉफ्टवेर दिए गए हैं जिससे मशीन बोझिल नहीं होती ।	neutral
सामान्य कामकाज में इसका परफॉरमेंस काफी अच्छा है ।	positive
एप्स काफी तेज़ी से खुलते हैं और बहुत सी स्थितियों में इसके खुलने में समय नहीं लगता है ।	positive
बेंचमार्क टेस्ट में विवोबुक एफ202ई ने मुश्किल स्थितियों में भी बहुत अच्छा प्रदर्शन किया , ना तो कोई एप्लीकेशन क्रैश हुआ और ना ही धीमा हुआ , जबकि कुछ महंगी मशीनों में भी ऐसा हो जाता है ।	positive
बैटरी बेंचमार्क टेस्ट में विवोबुक एफ202ई की बैटरी लाइफ 148 मिनट रही ।	neutral
हलांकि इसे बहुत अच्छा नहीं कहा जा सकता , लेकिन रोजाना के सामान्य कामकाज की स्थितियों में ये 4 घंटे तक आसानी से चल सकती है , जो कि एक अच्छी बात है ।	conflict
इसका कीबोर्ड और टचपैड भी काफी अच्छा है और इस पर टाइप करना बहुत आसान है ।	positive
इसका पोर्टेबल और कॉम्पैक्ट आकार काफी आकर्षक है ।	positive
इस चारों क्रोमबुक्स में एक चिकलेट की - बोर्ड है , और यह इस्तेमाल करने में बहुत ही आसान है ।	positive
इन चारों क्रोमबुक्स के डिस्प्ले की अगर बात करें तो यह 10-11-इंच के तो हैं ही साथ ही यह IPS डिस्प्ले हैं जिनमें आपको बढ़िया व्युविंग एंगल्स मिल रहे हैं ।	positive
हमारे देश में कनेक्टिविटी आज भी एक बड़ी समस्या है , वहां इस तरह के डिवाइस कम ही चलते हैं ।	neutral
इसमें एएमडी प्रोसेसर है , 500 जीबी हार्ड डिस्क औ जीबी रैम ।	neutral
इस लैपटाप को अल्ट्राबुक का लुक देने में तो लिनोवो को सफलता मिली है ।	positive
लेकिन इसका प्रोसेसर कमजोर है ।	negative
दिलचस्प बात है कि लगभग इसी कीमत में लिनोवो का एस400 माडल इंटल के कोर 3 प्रोसेसर के साथ मिल सकता है जो परफार्मेंस के मामले में बेहतर है ।	negative
फौरी तौर तो उपभोक्ता को लग सकता है कि इसकी स्पीड बहुत अच्छी है लेकिन प्रोसेसर बहुत मजबूत न होने से कई एप्लीकेशन्स एक साथ चलाने पर इसकी गति धीमी पड़ सकती है ।	negative
इस लैपटाप की एक कमी यह है कि इसमें कोई आप्टिकल ड्राइव नहीं है ।	negative
इसके चलते फिल्म देखने के लिए इंटरनेट से साफ्टवेयर डाउनलोड करना होगा ।	neutral
इसकी स्क्रीन 14 इंच की है और कैमरा भी अपेक्षाकृत काफी कमजोर है , केवल 0.3 मेगापिक्सल का ।	negative
लेकिन ग्राफिक्स की क्वालिटी काफी अच्छी है ।	positive
फोन में चार सेल की बैटरी है जो कुछ ही घंटे चल पाती है ।	negative
अगर आप छात्र यां गृहिणी हें जिसे रोजाना कुछ देर लैपटाप पर अपनी जरुरत का छोटा मोटा काम यां नेट सर्फिंग करनी है तो इसे खरीदने में कोई हज़ नहीं , लेकिन कामकाजी व्यक्तियों के लिए यह बहुत उपयुक्त नहीं है ।	conflict
इतनी कीमत में यां कुछ और पैसे डालकर इससे कहीं बेहतर लैपटाप मिल सकता है ।	negative
इस लैपटाप की बैटरी 6 सेल की है और लगभग 3 घंटे चलती है ।	neutral
सैमसंग इसमें डोस आपरेटिंग सिस्टम उपलब्ध करवा रहा है ।	neutral
ट्रायल के तौर पर नोर्टन एंटी - वायरस भी इसके साथ मिलेगा ।	neutral
लैपटाप में 1/3 मेगापिक्सल का वेबकैम है और 3 इन वन कार्ड स्लाट भी ।	neutral
इसलिए अगर चाहें तो 28 से 30 हजार रुपये के बीच मौजूद विकल्पों को भी तलाश लें क्योंकि अंत में जाकर इतनी ही लागत आपको इस लैपटाप की आएगी ।	neutral
यह हाल ही में लान्च हुए गूगल क्रोमबुक लेपटॉप्स का डेस्कटॉप वर्जन है जो विशेषतौर पर बिजनेसमेन्स के लिए बनाया गया है ।	neutral
यह कंप्यूटर गूगल के क्रोम ऑपरेटिंग सिस्टम पर काम करता है ।	neutral
यह कंप्यूटर फुल वीडियो कॉन्फ्रेंस सॉल्युशन के साथ - साथ फुल एचडी वीडियो कैमरा , कंबाइंड माइक्रोफोन , स्पीकर्स तथा रिमोट कंट्रोल के साथ अया है ।	neutral
Asus Chromebox कंप्यूटर�आप वायरलैस तकनीक क तहत महज एक क्लिक से कॉन्फ्रेंस करने समेत तथा डॉक्यूमेंट्स शेयर कर सकते हैं ।	positive
अपने सेगमेंट में यह लेपटॉप एपल मैकबुक एयर को चुनौति देने वाला है ।	neutral
13.3 इंच एलईडी ब्राइटव्यू टच डिस्पले स्क्रीन है ।	neutral
एस्युस ने इस पीसी को वीयाओ सीरीज के तहत उतारा है ।	neutral
इनकी सबसे खास बात इनका कॉम्पेक्ट साइज में होना है , जिसके चलते ये वजन में हल्के हैं और इन्हें जेब में रखकर कहीं भी ले जाया जा सकता है ।	positive
एस्युस वियाओ सीरीज के इस नए कंप्यूटर को चौथी जनरेशन के इंटेल कोर टीएम आई5 और आई अथवा सेलेरोन प्रोसेसर के साथ उतारा गया है , जिसके चलते इनकी परफोर्मेश शानदार है ।	positive
इसमें एक और खास बात ये है कि इन पीसी को किसी भी डेस्कटॉप मोनिटर से जोड़ा जा सकता है ।	positive
इनके द्वारा जारी की जानी वाली तस्वीरों का रेजोल्युशन 4के / यूएचडी है जो बहुत ही शानदार है ।	positive
इन कंप्यूटर्स को पर्सनल और बिजनेस दोनों काम के लिए उपयोग में लिया जा सकता है ।	positive
कंप्यूटर चिप नाम से आया है ।	neutral
चौंकाने वाली कीमत के आए इस कंप्यूटर का नाम और फीचर्स भी चौंकाने वाले हैं ।	positive
दुनिया के सबसे सस्ते कंप्यूटर में ब्लूटूथ , वाय - फाय जैसे सबकुछ फीचर्स है ।	neutral
इसमें 1 गीगहर्त्ज प्रोसेसर , 512 एमबी रैम तथा 4जीबी इंटरनल स्टोरेज है ।	neutral
डेव बोर्ड जैसे दिखने वाले चिप कंप्यूटर पर फुल लाइनक्स डेस्कटॉप रन किया जा सकता है ।	positive
इतना ही नहीं बल्कि इस कंप्यूटर से वो सभी काम किए जा सकते हैं जो एक नॉर्मल कंप्यूटर पर किए जा सकते हैं ।	positive
इस Chip Computer में ऑलविनर एसओसी का इस्तेमाल किया गया है जो सस्ता होने के साथ - साथ पावरफुल भी है ।	positive
यदि कोई यूजर इसमें वीजीए अथवा एचडीएमआई पोर्ट आदि लगवाना चाहता है उसे इसके लिए 10 डॉलर और 15 डॉलर अतिरिक्त देने होंगे ।	neutral
इस कंप्यूटर को 40 डॉलर खर्च करके एक हैंडहेल्ड कंप्यूटर सिस्टम में बदला जा सकता है ।	neutral
यह एक फुली फंक्शनल कंप्यूटर है जिसमें ब्लूटुथ , वाय - फाय तथा एचडीएमआई पोर्ट आदि सबकुछ है ।	neutral
सस्ती कीमत वाले गूगल क्रोमबुक लेपटॉप्स की जबरदस्त लोकप्रियता और बढ़ती मांग से माइक्रोसॉफ्ट के लेपटॉप्स की बिक्री में कमी आई है ।	positive
इसी के चलते माइक्रोसॉफ्ट अब लेपटॉप सेगमेंट में अपनी पकड़ वापस से मजबूत करने के चलते सस्ती कीमत में शानदार फीचर्स वाला नया लेपटॉप लेकर आ रही है जिसकी कीमत 9 से 10 हजार रूपए के बीच में होगी ।	neutral
हालांकि इस प्रोसेसर के चलते यह ज्यादा फास्ट नहीं होगा लेकिन पर्सनल यूज के लिए बेहतर माना जा रहा है ।	neutral
इसे विशेषकर भारतीय बाजार और शिक्षा के क्षेत्र में उपयोग को ध्यान में रखकर बनाया जा रहा है ।	positive
यह सस्ता लेपटॉप वेब सर्फिग और वर्ड प्रोसेसिंग जैसे कार्यो के लिए बेहतर विकल्प हो सकता है ।	positive
मैकबुक का यह नया आया संस्करण अब तक का सबसे पतला मैकबुक है जिसकी मोटाई महज 13.1 एमएम है ।	positive
यह दिखने में काफी आकर्षक लगता है ।	positive
डेल ने भारत में दो नए ऎसे दमदार नोटबुक लॉन्च किए हैं जो शानदार परफोर्मेश वाले हैं ।	positive
ये दोनों ही लेपटॉप रगेड हैं जिसके चलते इन्हें बहुत खराब हालात या माहौल में भी इस्तेमाल किया जा सकता है ।	positive
डेल लैटिटयूड 14 की कीमत 2,29,999 रूपए और डेल लैटिटयूड 12 की कीमत 2,39,999 रूपए से शुरू होती है ।	neutral
दोनों ही नोटबुक्स में आई5 आई7 प्रोसेसर की च्वॉयस दी गई है ।	neutral
रगेड परफोर्मेश वाले होने के साथ डेल के इन लैटिटयूड लेपटॉप्स में की स्क्रीन को फि्लप अपनी सहूलियत के अनुसार सेट किया जा सकता है ।	positive
इनमें नोटबुक में फ्लैश के साथ 8 एम बॉटम कैमरा है और एचडी वेबकैम दिया गया है ।	neutral
इन कै मरों से आसानी से चैटिंग और दूसरे प्रोग्राम शूट किए जा सकते हैं ।	positive
लेपटॉप और टेबलेट दोनों एकसाथ की लेने की इच्छा रखने वालों के लिए यह सबसे अच्छा मौका है ।	positive
स्वाइप अल्टीमेट विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करता है ।	neutral
इसमें 10.1 इंच की एक्सडब्लूवीजीए मल्टी - टच आईपीएस डिस्पले स्क्रीन जीरो एयर गेप तकनीक के साथ दी गई है ।	neutral
इसमें बेहतर परफोर्मेस के लिए इंटेल एटॉम जेड3735डी 1.83 गीगाहर्त्ज प्रोसेसर और 2जीबी की रैम दी गई है ।	neutral
स्वाइप अल्टीमेट में 8 मेगापिक्सल कैमरा पीछे की तरफ और 2 एमपी कैमरा आगे की तरफ दिया गया है ।	neutral
अगर आप 50,000 रूपये के आस - पास का लैपटॉप चाहते हैं , तो लेनोवो आइडियापैड जेड500 आपके लिए एक बेहतरीन विकल्प हो सकता है ।	positive
इसका डिस्प्ले हिन्ज़ काफी टाइट है और इस्तेमाल करने पर डिस्प्ले अपनी ज़गह से हिलता नहीं है ।	neutral
बैटरी के परफॉरमेंस टेस्ट में लेनोवो आइडियापैड जेड580 सबसे आगे रहता है और इसका क्षमता 199 मिनट है ।	positive
आइडियापैड जेड500 का बैटरी परफॉरमेंस उतना अच्छा नहीं है और इसकी बैटरी 117 मिनट तक चलती है ।	neutral
इसका टचपैड भी काफी बड़ा है ।	neutral
आमतौर पर 13-इंच से छोटे डिस्प्ले साइज़ वाले लैपटॉप्स में कीबोर्ड की क्वालिटी बहुत अच्छी नहीं होती ।	negative
थोड़े छोटे ज़रूर हैं , लेकिन इतने छोटे नहीं हैं की इनसे कोई परेशानी हो ।	neutral
इसमें तीन यूएसबी पोर्ट और मेमोरी कार्ड रीडर के साथ फुल ईथरनेट पोर्ट और एचडीएमआई आउट दिया गया है ।	neutral
आसुस विवोबुक एफ202ई के 11.6-इंच डिस्प्ले साइज़ के कारण यह लैपटॉप काफी छोटा , हल्का और पोर्टेबल है ।	positive
इसका स्क्रीन रेजोल्यूशन 1366 x 768 है , जोकि इस कीमत में सामान्यतया होता है ।	neutral
इसका टचस्क्रीन एक अतिरिक्त लाभ है , लेकिन एक नोटबुक में टचस्क्रीन के इस्तेमाल की बहुत कम ज़रूरत पड़ती है ।	positive
इसके डिस्प्ले में टेक्स्ट बहुत अच्छी तरह से दिखाई पड़ता है ।	positive
रंग काफी गहरे हैं और ब्लैक लेवल इस कीमत के रेंज में सर्वोत्तम में से एक है ।	positive
कोर आई3 प्रोसेसर इस कीमत के रेंज में काफी स्टैण्डर्ड है और दूसरे विकल्प के रूप में एएमडी डुएल कोर और क्वाड कोर प्रोसेसर आते हैं ।	neutral
इसमें एसएसडी नहीं है , लेकिन इसमें 500जीबी का हार्ड ड्राइव दिया गया है ।	neutral
इसमें विंडोज 8 64-बिट ऑपरेटिंग सिस्टम है , लेकिन अच्छी बात ये है कि इसमें बहुत सीमित प्रीलोडेड सॉफ्टवेर दिए गए हैं जिससे मशीन बोझिल नहीं होती ।	positive
विवोबुक एफ202ई में कोर आई3 प्रोसेसर होने की वज़ह से हम इससे कोई बहुत तेज़ परफॉरमेंस की उम्मीद नहीं करते थे ।	neutral
इसका बूट टाइम अच्छा है और ये कोर आई3 वर्ज़न वाले एचपी पविलियन जी6 के स्तर का है ।	positive
ऑफिस में इस्तेमाल की स्थिति में हमने इस पर क्रोम ब्राउज़र के बहुत से टैब्स खोले और कई माइक्रोसॉफ्ट वर्ड डॉक्यूमेंट और एक्सेल स्प्रेडशीट्स के साथ बैकग्राउंड में आइट्यून्स को भी चलाया , लेकिन हमें इसके परफॉरमेंस में कोई कमी नहीं दिखाई दिया ।	positive
विवोबुक एफ202ई की कीमत के रेंज में आपको 13-इंच और 15-इंच के बहुत से लैपटॉप मिल सकते हैं , लेकिन अगर आपकी प्राथमिकता एक अच्छी बनावट वाला पोर्टेबल लैपटॉप है , तो एफ202ई एक बेहतरीन विकल्प है ।	positive
साथ ही यह IPS डिस्प्ले हैं जिनमें आपको बढ़िया व्युविंग एंगल्स मिल रहे हैं ।	positive
अगर बजट डिवाइस के तौर पर इन्हें देखें तो इनके डिस्प्ले में कोई कमी नहीं बताई जा सकती है ।	neutral
यह काफी मज़बूत और भारी है ।	positive
सिल्वर ग्रे रंग में उपलब्ध इस लैपटाप की एक साल की वारंटी है ।	neutral
लैपटाप में 1.3 मेगापिक्सल का वेबकैम है और 3 इन वन कार्ड स्लाट भी ।	neutral
